,arrow,under,interior,theta,amb,slice,delta,pi,height,nu,night,dataset,length,twi,x,wind,y,rho,alpha
0,5718.08652465235,-1.6143208272298841,155515780807.13223,11213.081937912319,95.42601967949128,7425.427256466445,-10.406357039004089,9680.358705693192,7120125.776103421,15462665.789632393,7.240413338533891,9850.207733837216,0.7432583283080384,1490.7752040802227,9.659252754591668,9175.438092998762,-6.254394674943676,1.2917309925336083e+23,437.10383860277614
1,3230.1679468170764,0.06698900967666024,1853955711453.1042,21130.628512480187,12.42061529156324,12649.208493980592,-115.87408302272546,8052.298377917518,20757859.473388124,4522003.495380964,10.999658659879886,10969.549521773264,-0.5536879693286941,838.89124419128,9.635378430760339,5166.583784946572,-88.4894050830801,9.618580944617684e+21,307.6296830303081
2,7557.7717555874215,-0.06770516422666809,85016642192.00215,13804.15266460122,152.93941970919772,9134.779755653011,-30.421136845411738,1246.712863612002,10789524.17509711,6069515.919360575,11.991672812515379,4253.49879415698,-0.2017619472510163,462.9041734120789,10.522630822711708,12130.240190744127,-36.244784207819215,3.2333754138549158e+19,400.42518785420157
3,6555.1903634990285,-1.2530756531217189,1194395531065.935,7549.8440139728355,457.3518382001935,2475.1424188221486,-129.555562921432,5177.525186529843,799550.9666581954,22386858.996247936,11.507596462125674,5478.190397428185,-0.15328437729915376,361.52673707447025,10.371287440035292,10540.522103068259,-67.82056106236377,2.0215480843257246e+22,671.2676212812972
4,3201.371779851613,0.3272818535198661,578756605296.4338,32745.77314936147,228.57711672830055,1545.254659264656,-101.95857513181043,14579.206899180352,312290.85563610826,58242944.31552587,8.45810558183535,6334.157647026339,0.21316216054058534,677.9490432314119,11.476100168378336,5132.024696084053,-42.24477538408861,9.174238186566641e+19,491.66275984221363
5,2945.0083052658574,-0.17309455776187826,187740422043.54974,31539.585052454568,205.18697171102852,8628.811415893788,-47.498132143474464,7553.613232472718,9662966.895927401,15798182.348424124,7.311332904220309,9797.532826169638,-0.49028617792743656,665.2603144369299,11.08501858101995,4717.315629733827,-67.98230589727902,1.7244744933564767e+21,540.078879605559
6,8522.35681978955,-1.1552943098055457,371110345308.61975,25195.929135388636,396.17315169404844,10269.789815112892,-34.05423923330275,12569.799107241008,13649080.58081961,14539432.476486875,11.314509960302203,9191.771387992483,-0.46427352725519966,143.17696798257796,11.811868157991636,13685.399189557476,-51.37464422597928,2.9334418084422016e+23,763.468816240007
7,2601.580217684701,-0.419080357973087,5809417227.633734,18182.16872004109,106.22120385697475,3473.404278347103,-74.28531532205514,10296.381532419122,1577449.2902448066,27371862.141458225,7.8906664239739674,4661.729328580715,-1.0071083846839854,1192.4480338171531,11.94665396928956,4164.370207933525,-34.15949272201011,2.1710283029307582e+20,905.8161282920754
8,9473.311818857517,1.717211914223118,2676308667.694115,43378.097855429725,50.97021756146331,1066.6359594924174,18.33335124663384,2170.7471037008972,152624.27335340044,53399126.660385095,12.496588969620918,5728.3962088491835,0.4132859110009465,504.66551276081,9.271914726271516,15240.558188370826,-65.09405682740633,8.298354455340662e+21,59.58465978514238
9,2066.1270331572478,1.1501672920865753,51771302430.43411,18226.842353259864,483.47926894984863,8027.119336180117,-105.27808231784314,9607.022654892486,8333765.089205272,12513345.722750476,8.350258742836084,5306.9969475085545,-1.197458515872615,1090.3817153963282,10.045178441961184,3317.672530801812,-89.8542797349765,1.4877545025127802e+22,86.81734106679906
10,4271.986157228678,0.3900375377942761,433749304531.3392,34800.760277425084,22.94634911854504,7917.720776232176,17.94058179382217,1877.4029004980734,8140012.5989742,47199958.38979663,11.263150700413743,3845.268259733245,1.710842174063594,697.2361159214428,11.620726676700977,6842.699594778738,28.879475509257865,9.04177682984822e+20,282.40774412029424
11,5357.043988206818,-0.9793061383214192,319280282117.09326,28725.146159671796,237.3633481530214,11842.394114364533,-13.119792238332796,4869.513773166878,18213506.777334843,18192119.793486383,7.46283137680796,11430.454963864579,0.9576553162704303,1065.3501721244468,8.651542137016156,8605.213126767201,-0.11790836001964067,1.4910197397216534e+22,814.5408657754197
12,7946.980486682035,-0.7165819837182459,72206622351.54253,5494.856885909224,196.86749693489114,4075.0963580607745,-25.193283147671305,1173.3768128112958,2170594.409233015,6456384.161508545,8.34181748311783,12668.315294052678,-0.3863805246687214,615.1000852215998,9.064023406988014,12752.303790269467,-40.8183542894719,8.116075610147802e+19,690.3326058666778
13,2303.2092959589936,-0.8866952760939149,163288241358.30325,9738.852041692771,56.824108145474064,7069.881936635639,-62.81098795930539,1261.380073772143,6494938.073327263,10007230.521367218,7.682757264014171,11641.154594534893,0.46359060653765355,681.5902295651381,6.388713785885317,3697.82250828952,-61.426166944922954,2.2900214130598464e+16,477.6426258829327
14,8893.424282185968,-1.8643673038562496,110424100189.54414,491.40996540651594,73.59920723045154,12621.858853993608,-58.98558283849699,6864.254354946082,20688716.880378608,16275107.792370258,8.471061405396481,7598.355431048228,1.168167517474097,653.1007356272767,11.254376384035346,14290.183244651556,-47.32802061857963,1.977154472655878e+22,508.14399353732097
15,1615.3588771724662,0.5393529244189137,982205379470.0111,1831.6189619697413,464.5617616512268,4772.512177728894,-79.44361448950787,4253.4909464409475,2989338.8348818985,18122407.336325508,10.072809155257294,12879.014924722993,-0.8400820960830444,666.8018209033303,13.204094403353311,2574.6521202576564,-27.86367084159193,5.045454803940813e+19,785.1246518979156
16,1832.230087570098,0.43545858027646356,1723915394662.8298,12776.659100569415,141.91963864357564,4499.015777859043,-58.445309478203804,8858.994936725285,2619731.3876540507,5898971.131030697,7.722019786113741,9310.289930244535,-0.07340904911486831,252.47494608860265,9.630233694341225,2920.243008882845,-58.107365837216804,3.3649568605421185e+21,421.2455634469099
17,6836.4574467825405,-0.6010899824372749,580553855572.4983,34220.00304558102,303.1218261456027,4526.365417846028,-26.346935289677223,352.0130438433888,2683846.746063528,33106037.419469927,6.7290924635113445,3542.3875406446678,1.7350943114357242,670.3886578752512,7.355431071769194,10972.510713849744,-33.28682112791613,5.453054203490506e+22,840.8384091801831
18,5743.626323207889,-0.006637009211432952,51093857362.48072,8532.663944785867,256.7966237295149,8437.363935984893,-26.12474305784879,8888.329357045566,9233257.978241218,11471081.411983864,10.47739452403297,10192.59463367648,0.09660581952036942,770.7357733409498,11.18289254672589,9227.27672629254,-12.250718235101147,6.047905495447266e+18,56.935996584915216
